"(5Z)-7-Oxozeaenol_1242"	"5-Fluorouracil_179"	"681640_1046"	"A-443654_86"	"A-770041_55"	"Afatinib_1032"	"Afatinib_1377"	"AICA Ribonucleotide_1001"	"AKT inhibitor VIII_171"	"AKT inhibitor VIII_228"	"Alectinib_281"	"Amuvatinib_293"	"AR-42_272"	"AS601245_207"	"AS605240_224"	"AT-7519_219"	"Avagacestat_1072"	"Avagacestat_205"	"Axitinib_1021"	"AZ628_29"	"AZD6482_1066"	"AZD6482_156"	"AZD7762_1022"	"AZD8055_1059"	"BAY-61-3606_178"	"Belinostat_274"	"Bexarotene_186"	"BI-2536_60"	"Bicalutamide_150"	"Bicalutamide_1502"	"BIX02189_279"	"Bleomycin (50 uM)_1378"	"Bleomycin_190"	"BMS-345541_203"	"BMS-509744_63"	"BMS-536924_1091"	"BMS-536924_62"	"BMS-754807_184"	"Bortezomib_104"	"Bosutinib_1019"	"Bryostatin 1_197"	"BX-912_222"	"BX796_1037"	"Cabozantinib_249"	"Camptothecin_1003"	"CAY10603_276"	"CCT-018159_1170"	"CCT007093_1067"	"Cetuximab_1114"	"CGP-082996_54"	"CGP-60474_53"	"CHIR-99021_1241"	"CHIR-99021_154"	"CI-1040_1015"	"Cisplatin_1005"	"CMK_64"	"CP466722_152"	"CP724714_255"	"Crizotinib_37"	"CUDC-101_273"	"CX-5461_300"	"Cyclopamine_17"	"Cytarabine_1006"	"Dabrafenib_1373"	"Dacinostat_200"	"Dactolisib_1057"	"Daporinad_1248"	"Dasatinib_51"	"DMOG_165"	"Docetaxel_1007"	"Doramapimod_1042"	"Doxorubicin_133"	"EHT-1864_1069"	"Elesclomol_1031"	"Embelin_172"	"Entinostat_88"	"Enzastaurin_229"	"Epothilone B_201"	"Erlotinib_1"	"Etoposide_134"	"Fedratinib_306"	"FH535_173"	"FMK_231"	"FR-180204_263"	"FTI-277_166"	"Gefitinib_1010"	"Gemcitabine_135"	"Genentech Cpd 10_225"	"GNF-2_52"	"GSK1070916_226"	"GSK1904529A_202"	"GSK269962A_1192"	"GSK269962A_127"	"GSK319347A_91"	"GSK429286A_230"	"GSK650394_177"	"GSK690693_326"	"GW-2580_193"	"GW441756_1023"	"GW843682X_87"	"HG-5-113-01_1142"	"HG-5-88-01_1143"	"HG6-64-1_159"	"I-BET-762_275"	"Idelalisib_238"	"Imatinib_34"	"IOX2_1230"	"IPA-3_176"	"Ispinesib Mesylate_208"	"JNK Inhibitor VIII_1043"	"JNK-9L_157"	"JQ1_1218"	"JQ1_163"	"JQ12_164"	"JW-7-24-1_256"	"JW-7-52-1_83"	"KIN001-236_286"	"KIN001-244_287"	"KIN001-260_290"	"KIN001-266_291"	"KIN001-270_345"	"KU-55933_1030"	"Lapatinib_119"	"Lenalidomide_1020"	"Lestauritinib_1024"	"LFM-A13_192"	"Linifanib_277"	"Linsitinib_185"	"Luminespib_194"	"Masitinib_292"	"Methotrexate_1008"	"MG-132_9"	"Midostaurin_153"	"Mitomycin-C_136"	"MK-2206_1053"	"Motesanib_1029"	"MPS-1-IN-1_294"	"Navitoclax_1011"	"NG-25_260"	"Nilotinib_1013"	"NPK76-II-72-1_257"	"NSC-207895_269"	"NSC-87877_147"	"NU7441_1038"	"Nutlin-3a (-)_1047"	"NVP-BHG712_295"	"NVP-TAE684_35"	"Obatoclax Mesylate_182"	"Olaparib_1017"	"Olaparib_1495"	"Omipalisib_283"	"OSI-027_299"	"OSI-930_298"	"OSU-03012_167"	"PAC-1_175"	"Paclitaxel_11"	"Palbociclib_1054"	"Parthenolide_89"	"Pazopanib_199"	"PD0325901_1060"	"PD173074_1049"	"Pelitinib_282"	"Pevonedistat_1529"	"PF-4708671_1129"	"PF-562271_158"	"PFI-1_1219"	"PHA-665752_6"	"PHA-793887_301"	"Phenformin_196"	"PI-103_302"	"Pictilisib_1058"	"Pictilisib_1527"	"PIK-93_303"	"Piperlongumine_1243"	"PLX-4720_1036"	"PLX-4720_1371"	"Ponatinib_155"	"Pyrimethamine_71"	"QL-VIII-58_1166"	"QL-X-138_331"	"QL-XI-92_329"	"QL-XII-47_235"	"QL-XII-61_1203"	"QS11_151"	"Quizartinib_254"	"Rapamycin_3"	"Refametinib_1014"	"Refametinib_1526"	"RO-3306_1052"	"rTRAIL_1261"	"Rucaparib_1175"	"Ruxolitinib_206"	"S-Trityl-L-cysteine_41"	"Salubrinal_111"	"Saracatinib_38"	"SB-505124_1194"	"SB216763_1025"	"SB52334_304"	"SB590885_1061"	"Seliciclib_110"	"Selisistat_341"	"Selumetinib_1062"	"Selumetinib_1498"	"Sepantronium bromide_268"	"Serdemetan_1133"	"SGC0946_1264"	"Shikonin_170"	"SL0101_1039"	"SN-38_1494"	"SNX-2112_328"	"Sorafenib_30"	"STF-62247_258"	"Sunitinib_5"	"T0901317_333"	"TAK-715_221"	"Talazoparib_1259"	"Tamoxifen_1199"	"Tanespimycin_1026"	"Temozolomide_1375"	"Temsirolimus_1016"	"TGX221_94"	"Thapsigargin_180"	"THZ-2-102-1_346"	"THZ-2-49_344"	"Tipifarnib_204"	"Tivozanib_312"	"TL-1-85_261"	"TL-2-105_211"	"Tozasertib_32"	"TPCA-1_305"	"Trametinib_1372"	"Tretinoin_1009"	"Tubastatin A_265"	"TW 37_1149"	"UNC0638_1236"	"UNC0638_245"	"UNC1215_1262"	"Veliparib_1018"	"Vinblastine_1004"	"Vinorelbine_140"	"Vismodegib_1033"	"VNLG/124_271"	"Vorinostat_1012"	"VX-11e_262"	"VX-702_1028"	"WH-4-023_56"	"WHI-P97_288"	"WIKI4_308"	"WZ-1-84_59"	"WZ3105_252"	"XAV939_1268"	"XMD11-85h_1158"	"XMD13-2_330"	"XMD14-99_253"	"XMD15-27_332"	"XMD8-85_106"	"XMD8-92_1164"	"Y-39983_309"	"YK-4-279_1239"	"YM201636_310"	"Z-LLNle-CHO_45"	"ZG-10_1161"	"Zibotentan_266"	"ZM447439_1050"	"ZSTK474_223"
"683665"	0.56541026	0.4086278	0.94854752	0.91362751	0.79486658	0.98941529	0.9742289	0.56860281	0.93798135	0.50462577	0.98817248	0.96996923	0.3337211	0.83003311	0.55334196	0.48257084	0.96570171	0.9643028	0.86751634	0.94494382	0.84191825	0.87981811	0.54569069	0.5246358	0.63512406	0.23571369	0.91502319	0.84439108	0.98499492	0.98314399	0.84801938	0.90843972	0.34907048	0.70080236	0.96312358	0.97021938	0.90799363	0.84636092	0.90415413	0.8830433	0.98197038	0.77455061	0.82989707	0.89539107	0.59150977	0.28391712	0.83976093	0.96802628	0.9884524	0.929197	0.69902805	0.90713178	0.97472958	0.90421658	0.93456527	0.82502956	0.5595103	0.98639211	0.98941525	0.43946622	0.61024193	0.97839091	0.35504175	0.91611972	0.34322354	0.51719135	0.02886802	0.91538921	0.61368813	0.8400567	0.98941078	0.4516975	0.97660963	0.56660645	0.63263064	0.96724721	0.65458415	0.71034002	0.98248412	0.38150137	0.47098875	0.70729123	0.94383895	0.94446773	0.96353736	0.98910265	0.23506656	0.61925265	0.98927111	0.84396118	0.9879245	0.86292362	0.98941396	0.98928104	0.96328394	0.91005952	0.77517017	0.98179451	0.98940322	0.68022834	0.55344205	0.96409953	0.76392735	0.54995754	0.68389223	0.98931662	0.98810156	0.66725163	0.68272161	0.97059745	0.53267269	0.98297959	0.66287174	0.67434296	0.5342798	0.76895284	0.94873199	0.66260825	0.87707534	0.84947219	0.96158129	0.91603116	0.98679122	0.98941529	0.49931191	0.96593078	0.98868799	0.96354262	0.58359834	0.84162141	0.78137523	0.93685293	0.96330697	0.24400929	0.4757286	0.96984088	0.82929764	0.23048297	0.76947075	0.98135447	0.49541138	0.91315177	0.98906343	0.92303808	0.91582799	0.67516568	0.98793709	0.1655693	0.98941529	0.98514383	0.40387359	0.15329411	0.91676113	0.62594537	0.81163821	0.72757001	0.81797254	0.96900082	0.9595582	0.90849227	0.92997042	0.64730101	NA	0.97049885	0.95037667	0.79091804	0.98651311	0.71432093	0.85592534	0.19962832	0.69083122	0.85878693	0.2874158	0.75284942	0.95864841	0.97895311	0.91866036	0.98867935	0.09808138	0.54954154	0.78920828	0.47659465	0.79224054	0.89783591	0.97118436	0.98121382	0.83899556	0.92798377	0.98077591	0.96084531	0.95385445	0.98445941	0.73399298	0.93060389	0.98884079	0.98049658	0.98941529	0.96097195	0.92824436	0.95456043	0.98854351	0.9050724	0.9802227	0.06565638	0.93199941	0.98574049	0.4599149	0.95256127	0.7529594	0.2144674	0.98853787	0.93374051	0.90361513	0.97024969	0.85834943	0.82515838	0.97310118	0.93714401	0.97587623	0.57064494	0.98921251	0.47449522	0.14148374	0.41513169	0.64890133	0.97019396	0.83745809	0.87454902	0.8969033	0.55124928	0.95702748	0.97994694	0.86061141	0.39691251	0.81516305	0.60886004	0.98222896	0.98941529	0.49195188	0.66135362	0.98877422	0.9669319	0.56124721	0.91386566	0.98941529	0.951566	0.94193063	0.4893954	0.98764946	0.86481187	0.97247313	0.90689625	0.82146591	0.95154296	0.95979066	0.78705449	0.84083351	0.84900651	NA	0.7951525	0.74840159	0.63049529	0.98766812	0.82834666	0.30108139
"683667"	NA	0.89257064	0.95009394	NA	NA	0.98317944	0.9726744	0.95885812	0.9836984	0.90902753	0.98541958	0.90481849	0.65548659	0.9391352	0.87550459	0.42968911	0.89505816	0.98561488	0.87392203	NA	0.98555243	0.95198389	0.60440122	0.76819484	0.82440822	0.67563823	0.98562273	NA	0.98467524	NA	0.9599582	0.49102377	0.78152895	0.87873167	NA	0.7427883	NA	0.82651763	NA	0.95928827	0.98562273	0.94136081	0.88716585	0.94902342	0.59457824	0.65551529	NA	0.98562273	NA	NA	NA	NA	0.9670453	0.93138365	0.81256691	NA	0.78869811	0.97950055	NA	0.64002654	0.98556121	NA	0.81839991	NA	0.69030159	0.66349337	NA	NA	0.54561423	0.62431965	0.82879675	0.75154473	0.95549735	0.27739869	0.80767024	NA	0.98371124	0.78253199	NA	0.90093043	0.80824957	0.65969053	0.98485954	0.9802117	0.97911702	0.96905476	0.82577413	0.89391213	NA	0.96249166	0.98562273	0.87897843	NA	NA	0.97702805	0.90207682	0.98138213	0.98545854	0.85253601	NA	0.69988565	0.71163029	0.95268745	0.98350798	0.95682149	NA	0.96646095	0.97449936	0.72706987	0.88800356	0.6376583	NA	0.94923536	0.91014161	0.71560772	NA	0.97531067	0.91590377	0.96670446	0.94496232	0.95920509	0.95171292	NA	0.97622616	0.89447695	0.98174952	0.97847388	0.93156481	0.77129766	0.94976213	0.89275262	NA	0.97542839	0.73157089	0.72474484	0.87261795	0.90674812	0.79079628	0.95342838	0.93750821	0.86848823	0.96184049	0.9854987	0.92462197	0.93690288	0.97219936	NA	0.53044005	0.91188216	NA	0.61109456	0.43091287	0.97153168	0.84108488	0.96127003	NA	0.92306387	NA	0.97081466	0.84464609	0.97976321	0.92621999	NA	NA	0.95769687	0.78706115	NA	0.63500155	0.71610564	0.97769899	0.72116612	NA	0.80658954	0.69514458	0.92229273	0.98303854	0.97977211	NA	0.12224589	0.62657642	0.95742192	0.80174691	NA	0.95709327	0.98416346	NA	0.97667459	NA	0.9011864	0.75631437	NA	0.98479033	NA	NA	NA	0.88825214	0.89780933	0.92217185	0.98236207	NA	0.9387382	0.9726154	NA	0.03256774	NA	NA	0.84581492	0.97706254	0.73893464	0.41896361	NA	0.97631689	NA	0.97732253	0.95937288	0.77340045	0.97469643	0.88256144	NA	0.47125051	NA	0.39003869	0.39730996	0.80494843	0.89427546	0.98497487	0.96041462	0.97939379	NA	0.85754927	NA	0.96344866	0.95994233	NA	0.69147359	0.8245407	NA	0.91912804	0.46066739	0.6977644	0.97731826	0.98016723	0.58026083	0.98247972	0.98562273	NA	0.97128467	0.73121179	NA	0.73745136	0.98390034	0.89836207	0.85427766	0.98259178	0.98421392	NA	0.79852029	0.89242102	NA	0.9531858	NA	0.55229548	0.98539907	0.87895658	0.77258223
"684052"	0.68354738	0.96888324	0.98580338	NA	NA	NA	0.97709094	NA	0.97558563	0.9165766	0.98998986	0.96248613	0.64995059	0.89099025	0.85946286	0.58233903	0.95768645	0.98406953	NA	NA	0.9214476	0.94781301	NA	0.96461775	0.9030849	0.46701943	0.94746719	NA	0.98796714	0.98555943	0.97764751	0.54713308	0.66319417	0.92304753	NA	0.78892216	NA	0.77041352	NA	NA	0.98985004	0.82218408	0.97919759	0.96453481	NA	0.48641908	0.89921781	0.98073044	0.98933506	NA	NA	0.9469727	0.98936789	NA	NA	NA	0.86493938	0.98404334	NA	0.70959187	0.99023325	NA	NA	0.75505538	0.4987853	0.98858769	0.05520753	NA	0.54792336	NA	0.98642927	0.69649944	0.96177097	NA	0.79324805	NA	0.99023325	0.57734986	NA	0.64779307	0.89764456	0.54513665	0.99023325	0.98189323	0.99023325	NA	0.3419701	0.87679613	NA	0.91192163	0.98941253	0.95359918	NA	NA	0.97997308	0.84599668	0.99005571	0.97004628	NA	NA	0.64622769	0.86983205	0.79359281	0.97315124	0.9742861	NA	0.98813498	0.99011788	0.60605038	0.98595645	0.62359821	0.98643649	0.96722539	0.7714979	0.8339315	NA	0.99023325	0.95387252	0.98457665	0.96179789	0.98547752	0.9758475	NA	NA	NA	0.97408862	0.98959098	0.92949696	0.6148484	0.97853554	NA	NA	0.93061863	0.45600373	0.98448383	0.95304527	0.93323975	0.9879963	0.96817287	NA	0.91405207	0.74015292	0.95878906	0.98660481	0.9869621	0.98844048	NA	0.46272606	NA	0.78628034	0.88823264	NA	0.96345065	0.69691237	0.98928174	NA	0.89023699	NA	0.98955541	0.96993354	0.99016473	0.97961117	0.62151552	0.9899419	0.96920779	0.91581346	NA	0.98829207	0.89679813	0.73207948	0.98231617	0.64547391	0.92113576	0.67663392	0.95632268	0.92369085	0.94970195	NA	0.18196488	0.96056394	0.98635301	0.85211038	0.98862481	0.93767909	0.99020081	NA	0.95022681	0.94131477	0.98923623	0.87074068	0.89213994	0.98959513	NA	NA	NA	0.91974985	NA	0.97566279	0.98876416	NA	0.98820736	0.98178317	0.91249277	0.02430568	0.94281921	0.98937832	0.45502939	0.97377817	0.2704516	0.85530381	NA	0.9883443	NA	0.97020994	0.91888994	0.15928041	0.98604077	0.98403392	0.9893662	NA	NA	0.21176228	0.86389296	0.99023325	0.82736393	0.99010547	0.9715509	0.96794584	NA	0.92079022	0.88786813	NA	0.98373631	0.37926963	0.52211365	0.9862353	0.98887927	NA	NA	0.61283969	NA	0.98407542	NA	0.98809202	NA	NA	0.98539438	0.78423087	NA	0.852463	0.98015673	0.98936026	0.94467246	0.98837001	0.98816678	NA	0.98128053	0.98697766	0.66478395	0.95724895	NA	0.59064133	0.98847044	0.98043305	0.74166458
"684055"	0.78713381	0.89142437	0.94070837	0.909295	0.9657573	NA	0.87017526	NA	0.94982303	0.73015229	0.90187705	0.75301078	0.46103735	0.86849687	0.92960194	0.48388615	0.89548961	0.9812126	NA	0.92341767	0.93700457	0.95250404	NA	0.80390907	0.75721855	0.34782561	0.96570231	0.9628647	0.98481445	0.97402938	0.90072456	0.41211388	0.33424307	0.85057905	0.84945368	0.75112349	0.90163905	0.49259677	0.87471095	NA	0.98162066	0.64062394	0.80610275	0.95645559	NA	0.3868618	NA	0.97266417	0.92478916	0.89704231	0.9135309	0.82516304	0.98108426	NA	NA	0.96044282	0.74157198	0.89765262	0.98296336	0.49289529	0.9241427	0.97924845	NA	0.81308057	0.54520561	0.57710537	0.13950244	0.95894533	0.62961522	NA	0.97584091	0.47092838	0.94721595	NA	0.77564864	0.94451903	0.84446639	0.73667776	0.98498588	0.44645059	0.6752154	0.70322138	0.96051435	0.96157796	0.97898825	NA	0.46148538	0.56927362	0.94556874	NA	0.93516326	0.78275087	0.97279383	0.94588386	0.94301917	0.92950105	0.51234063	0.96428654	NA	0.96164452	0.61569619	0.75382567	0.81508941	0.76066698	0.95289876	0.93200569	0.98345535	0.73764444	0.60848619	0.91096858	0.66008263	0.98262991	0.76687562	0.88234435	0.55281913	0.92033014	0.95332124	0.8351382	0.93180276	0.82996118	0.93242991	0.92785869	0.98331948	NA	NA	0.96933742	0.98273594	0.74312916	0.64224339	0.87328696	NA	0.95524971	0.93125583	0.07797568	0.82071163	0.93602019	0.80371393	0.87709265	0.90602077	NA	0.74334425	0.98469688	0.94432345	0.97487454	0.90013495	0.92630003	0.96219462	0.24654689	NA	0.79949092	0.54240448	0.37604562	0.94366266	0.74284937	0.88515349	0.97464931	0.6533264	0.98542752	0.97254357	0.97757917	0.97940162	0.71655844	0.81464113	NA	0.97419267	0.74513942	0.98138491	0.61269129	0.8424831	0.433496	0.95339939	0.81169144	0.65155977	0.77792376	0.95386318	0.94271784	0.95094882	0.92505961	0.18746268	0.502158	0.93034175	0.71547519	0.98366611	0.80860557	0.82869415	0.98116785	0.97280131	0.96272232	0.86668861	0.97505885	NA	0.95566895	0.96594213	0.93267435	0.94190448	0.96785528	NA	0.71227866	0.98510092	0.91824564	0.97747173	0.77785601	0.97275755	0.0285616	NA	0.98270448	0.42268301	0.97270273	0.33660606	0.45879827	0.92219246	0.98477298	0.93991538	0.98018277	0.92941962	0.24601195	0.97499561	0.81723811	0.97739979	NA	0.96744908	0.31717566	0.16524342	0.48080396	0.78500073	0.97823906	0.92209158	0.77806921	0.97662519	0.72324878	0.93010635	NA	0.97726739	NA	0.73698629	0.73627833	0.9830691	NA	NA	0.72138089	NA	0.98540065	NA	0.9600131	NA	0.9799104	0.94638662	0.67821973	0.94531953	0.53429475	0.98367319	0.88265152	0.86738365	0.91196331	0.96066112	0.98503795	0.88175897	0.91386948	0.73281802	0.73949084	0.96757905	0.63784078	0.98323059	0.69931867	0.70451588
"684057"	0.75171229	0.68059018	0.86748562	0.95547034	0.98088201	0.93406793	0.95965127	0.89705754	0.88217057	0.49742429	0.82147584	0.90659748	0.2194646	0.91243088	0.73084291	0.36223447	0.90338201	0.98181304	0.81860347	0.93699846	0.91922095	0.91187149	0.54844096	0.47341037	0.77727569	0.1359337	0.98154109	0.97223099	0.98293942	0.96997361	0.88326092	0.59094725	0.54400457	0.7194971	0.91506439	0.70918364	0.94867724	0.24097715	0.80815328	0.80540729	0.98172982	0.44244627	0.70848932	0.80326766	0.28002003	0.19998318	0.90019888	0.97619682	0.97059378	0.9779068	0.95764717	0.92577511	0.98293942	0.93782281	0.72791474	0.96532591	0.69730232	0.96799834	0.98255095	0.27599207	0.6604366	0.97891574	0.57693656	0.84562393	0.34550264	0.50726907	0.25472436	0.98093149	0.6367934	0.56224017	0.95083792	0.83895139	0.95116279	0.48899477	0.77407824	0.94037853	0.64050438	0.85278605	0.98293942	0.81455096	0.50335011	0.74030113	0.96867508	0.91601167	0.97677144	0.98246415	0.5505749	0.44959516	0.98196342	0.4379712	0.97662605	0.91865581	0.92204838	0.98216166	0.92302577	0.97942765	0.30546578	0.96890415	0.92475223	0.95689781	0.63665643	0.66369846	0.74107192	0.78076703	0.79931539	0.974992	0.97489603	0.84774801	0.60977999	0.97028079	0.72188247	0.96561677	0.76485583	0.71557807	0.41246959	0.90947122	0.91734987	0.80677733	0.88191255	0.83650971	0.93908504	0.9300511	0.98293942	0.97871895	0.27429237	0.95386891	0.97868495	0.4868846	0.67288028	0.76598006	0.86846548	0.91958307	0.92043653	0.54526339	0.64706437	0.92909055	0.55408421	0.81019709	0.76730762	0.93944728	0.46581078	0.87984088	0.97514083	0.85525755	0.94576783	0.86916683	0.92189921	0.37399986	0.82232904	0.85756561	0.1969577	0.16398362	0.80268556	0.71250564	0.84064571	0.97429792	0.63496189	0.97967824	0.96305082	0.97762428	0.87709402	0.84844172	0.79988329	0.92962819	0.91021997	0.73187006	0.96350945	0.74472128	0.46397232	0.27527064	0.29926879	0.59656032	0.40964086	0.82806108	0.773603	0.93140709	0.91879258	0.97576307	0.20087415	0.44026825	0.8720819	0.5642767	0.94621952	0.93277429	0.92616651	0.98283172	0.94738467	0.97892251	0.95727534	0.86402176	0.86227996	0.96304085	0.97923928	0.97994365	0.98178686	0.9637209	0.95609791	0.8607164	0.9513393	0.98031984	0.97489244	0.93772655	0.9653976	0.03523847	0.90761834	0.98065336	0.62995442	0.96638707	0.63321723	0.35129379	0.96496613	0.9104256	0.93415117	0.967289	0.74110379	0.60415531	0.97037284	0.89540736	0.97681821	0.63238745	0.98019948	0.5452403	0.09609455	0.25564751	0.7001867	0.97661785	0.80876746	0.76415279	0.97659991	0.57475226	0.9713193	0.97120981	0.69545429	0.54868189	0.5918936	0.49079877	0.97921833	0.95746254	0.46446186	0.77135074	0.94604326	0.92112163	0.59461377	0.91426901	0.96360981	0.97444004	0.93029683	0.36973433	0.98177418	0.58626401	0.97648018	0.95442452	0.70295711	0.89415845	0.98260522	0.87384012	0.87008505	0.89994328	0.66037215	0.62633386	0.96808921	0.64306307	0.98172254	0.71855363	0.38109701
"684059"	0.76743262	0.48774352	0.90233989	0.92672149	0.95427933	0.96798014	0.84850003	0.85664156	0.777406	0.49427149	0.81575919	0.82225651	0.32868657	0.76847611	0.76096529	0.36961507	0.92767401	0.9843816	0.82181096	0.97835518	0.75196432	0.59650784	0.55835258	0.62892577	0.63526536	0.16587064	0.88641552	0.96585916	0.97495692	0.97065064	0.81568794	0.08938621	0.22757949	0.71010946	0.92027914	0.92163868	0.95437824	0.87190112	0.4288624	0.91536654	0.98250841	0.38468555	0.67064901	0.63794161	0.17175291	0.21370091	0.87361042	0.97892509	0.96853963	0.93802783	0.8600102	0.93695046	0.98009713	0.87914095	0.70484273	0.91946815	0.6318512	0.93660382	0.98131386	0.24659222	0.44159431	0.9840264	0.62068944	0.81008353	0.55607276	0.53919168	0.0389492	0.92757895	0.59313874	0.44517248	0.9573668	0.38366418	0.87353278	0.32902895	0.67690036	0.78248531	0.66196884	0.68507728	0.98429202	0.45694507	0.57720999	0.75092336	0.92360818	0.94738641	0.973181	0.98250211	0.27030394	0.40569149	0.94432894	0.13431407	0.91489614	0.76740513	0.8868842	0.98327663	0.8292965	0.98206537	0.85862494	0.978875	0.94407221	0.95729535	0.5366093	0.95487046	0.70074994	0.76274406	0.54165513	0.96508059	0.98242992	0.82808617	0.52948208	0.97576729	0.61289835	0.9802756	0.83912582	0.91330479	0.42549303	0.8809362	0.92610395	0.59608995	0.81494667	0.76892164	0.89761827	0.88651268	0.94087769	0.98374903	0.45534899	0.91041499	0.9634852	0.92333976	0.56549571	0.61901978	0.84671861	0.82692645	0.85951711	0.05456327	0.92935842	0.93789812	0.77303526	0.80476534	0.73033626	0.94734012	0.51966272	0.9258156	0.93372434	0.87308116	0.96628708	0.83790791	0.98349632	0.1484214	0.87275551	0.66385599	0.37403986	0.21797627	0.87631636	0.81038775	0.86963974	0.98221525	0.51047263	0.98327029	0.88692679	0.98390008	0.98429125	0.6290677	0.56536799	0.92756952	0.98437249	0.8576	0.9696004	0.36111412	0.40040615	0.3302614	0.53926889	0.49116016	0.39784925	0.60504315	0.96881551	0.94134007	0.89763739	0.824774	0.10376053	0.37416106	0.86603119	0.4630442	0.87187013	0.86609939	0.86475871	0.98086935	0.98170716	0.96692692	0.93427368	0.61739875	0.85805918	0.95495902	0.9682787	0.91180376	0.9843816	0.94869518	0.9786305	0.80457847	0.96950639	0.97392111	0.9502713	0.98401763	0.96725855	0.02723635	0.87048036	0.98163179	0.39692898	0.98013651	0.2266578	0.20823758	0.95469638	0.93345054	0.93511722	0.95917135	0.8571787	0.10973032	0.93125302	0.93011484	0.98245101	0.7256291	0.85295449	0.34617519	0.04974893	0.1953305	0.59704395	0.91155615	0.80435713	0.57694959	0.98092331	0.6305848	0.92630978	0.89290916	0.79956064	0.50484873	0.76148354	0.6338701	0.98118256	0.98282445	0.46954405	0.55370509	0.94382011	0.81741641	0.6620438	0.83342471	0.97475448	0.94201725	0.92337277	0.25599263	0.93355311	0.48358594	0.95315246	NA	0.63918738	0.84866024	0.94184633	0.89835884	0.93942534	0.80014819	0.61572779	0.43829842	0.94213857	0.59304644	0.96084893	0.69757144	0.26756962
"684062"	0.77538237	0.94520293	0.95177146	0.98062674	0.96716498	0.95218569	0.8902128	0.82440998	0.89359604	0.59779299	0.63325913	0.96413976	0.41464848	0.95037481	0.7108917	0.47822409	0.78866745	0.98108091	0.87906663	0.848208	0.97627287	0.89836207	0.68960701	0.82269129	0.83522364	0.30488156	0.95690369	0.98088938	0.97355986	0.90949473	0.88103492	0.8992589	0.54905634	0.84828589	0.85002782	0.59223365	0.96684752	0.40482791	0.92105808	0.88789825	0.95508059	0.76931168	0.88428941	0.88628955	0.36456513	0.44344806	0.81188944	0.98064198	0.97837628	0.95629408	0.94491453	0.97837628	0.97963894	0.90480836	0.74143715	0.97523912	0.62174211	0.98047753	0.98108091	0.45323736	0.80419053	0.97693417	0.80511321	0.84430191	0.46844494	0.7486323	NA	0.97614547	0.69272936	0.60670124	0.95803461	0.72667502	0.97393632	0.35265953	0.88727751	0.91755116	0.98099423	0.86451068	0.94664902	0.69123426	0.59219099	0.86697563	0.97879368	0.91137307	0.97060864	0.93341207	0.67986245	0.70635749	0.97991065	0.78838064	0.97136675	0.87612067	0.98089706	0.97391855	0.94874925	0.98085577	0.52799563	0.98108091	0.96636812	0.98062731	0.62432972	0.56624999	0.74276625	0.91218745	0.87504764	0.93372772	0.9770822	0.8668624	0.85296752	0.97196027	0.64886633	0.93533854	0.79207339	0.93684353	0.42175753	0.92026675	0.91923345	0.73674559	0.95172146	0.84795696	0.95904548	0.97962325	0.97044938	0.9598189	0.50610112	0.90248504	0.98058755	0.59680638	0.68113781	0.87024393	0.89303708	0.8594252	0.95024919	0.38899429	0.83606416	0.97336896	0.72525852	0.83247983	0.82078522	0.96067449	0.76730302	0.96029906	0.95308639	0.9653828	0.97919684	0.95453705	0.90626955	0.64863687	0.84623956	0.87566897	0.32329431	0.2104945	0.92712985	0.80471712	0.88415267	0.98108091	0.77169276	0.98108091	0.95237838	0.97445571	0.97957761	0.85498997	0.78838717	0.97520828	0.93317155	0.84220911	0.92426258	0.70356459	0.58001012	0.357437	0.89110683	0.53261402	0.61692695	0.80812572	0.96746798	0.82095038	0.94715552	0.91948439	0.24911865	0.50645242	0.90174122	0.73531257	0.97834279	0.9396192	0.94296609	0.85472408	0.95844187	0.95830989	0.98099367	0.97376327	0.77712265	0.97956101	0.95930898	0.95136943	0.96464074	0.91634809	0.9692989	0.74319258	0.98069844	0.97153564	0.96430637	0.98089324	0.9560525	0.0536864	0.91181412	0.94324473	0.42610863	0.96569754	0.93899426	0.54867144	0.95205045	0.98045592	0.93519703	0.98078467	0.97998704	0.59693861	0.92146884	0.97564625	0.97753207	0.49723006	0.9782201	0.57382204	0.21389604	0.64628652	0.88438861	0.97607731	0.82977564	0.9162665	0.98108091	0.68852706	0.86529535	0.85927902	0.81382197	0.58697123	0.73191463	0.62919212	0.97376187	0.97231096	0.54196488	0.78770944	0.92276763	0.88499979	0.65142236	0.98004943	0.93545547	0.97704552	0.93251879	0.50628595	0.97907141	0.57431031	0.8940222	0.91258301	0.85176413	0.89195043	0.96785469	0.82837916	0.8137642	0.98096404	0.77501665	0.80109757	0.97758509	0.72084639	0.97043643	0.97238236	0.4352435
